buildingID,UnitID,verticalPos,formFactor,floorArea,AspectRatio,wwr_N,wwr_W,wwr_S,wwr_E,SE_N,SE_W,SE_S,SE_E,T_heating,NumberOfPeople,LPD,EPD,u_Wall,u_Window,u_Roof,u_GroundFloor,u_intWall,u_intFloor,SHGC,Infiltration,COP_boiler,Q_heating,heating_Ideal loads (kWh/m2)
6_11,3_11_3_1_res,2,0.457,174.1,0.745302,0.19,0.19,0.0,0.0,99.56,99.21,0.0,0.0,20.03,0.028,10.084,5.373,1.44,1.867,0.362,0.0,2.195,1.39,0.3871,0.00033,0.92,169.719737,156.142158
6_11,3_11_3_2_res,2,0.457,174.1,0.745302,0.19,0.0,0.0,0.19,99.84,0.0,0.0,99.78,20.16,0.028,6.623,3.624,1.44,1.867,0.362,0.0,2.195,1.39,0.3871,0.00033,0.92,235.169907,216.356314
6_11,3_11_3_3_res,2,0.457,174.1,0.745302,0.0,0.19,0.19,0.0,0.0,99.4,99.06,0.0,20.68,0.028,2.774,6.028,1.44,1.867,0.362,0.0,2.195,1.39,0.3871,0.00033,0.92,192.295889,176.912218
7_12,3_12_0_2_res,0,0.129,174.0,0.745702,0.16,0.0,0.0,0.16,71.33,0.0,0.0,82.41,20.78,0.064,6.641,1.957,0.267,2.907,0.0,0.73,2.659,1.816,0.4301,0.00047,0.93,94.698562,88.069663
7_12,3_12_0_3_res,0,0.129,174.0,0.745702,0.0,0.0,0.16,0.16,0.0,0.0,72.74,83.01,23.88,0.014,10.403,3.05,0.267,2.907,0.0,0.73,2.659,1.816,0.4301,0.00047,0.93,70.095749,65.189047
7_12,3_12_1_0_res,1,0.129,174.0,0.745702,0.16,0.0,0.0,0.16,80.56,0.0,0.0,88.9,21.81,0.023,3.762,2.566,0.267,2.907,0.0,0.0,2.659,1.816,0.4301,0.00047,0.93,108.765319,101.151747
7_12,3_12_1_1_res,1,0.129,174.0,0.745702,0.16,0.16,0.0,0.0,81.07,89.12,0.0,0.0,20.83,0.026,9.995,3.957,0.267,2.907,0.0,0.0,2.659,1.816,0.4301,0.00047,0.93,63.850787,59.381232
7_12,3_12_1_2_res,1,0.129,174.0,0.745702,0.0,0.0,0.16,0.16,0.0,0.0,81.55,89.4,23.21,0.018,2.527,6.225,0.267,2.907,0.0,0.0,2.659,1.816,0.4301,0.00047,0.93,71.248766,66.261352
7_12,3_12_1_3_res,1,0.129,174.0,0.745702,0.0,0.16,0.16,0.0,0.0,88.77,80.91,0.0,20.38,0.053,4.881,4.922,0.267,2.907,0.0,0.0,2.659,1.816,0.4301,0.00047,0.93,118.582005,110.281265
7_12,3_12_2_0_res,1,0.129,174.0,0.745702,0.16,0.0,0.0,0.16,93.14,0.0,0.0,96.33,20.76,0.027,3.556,3.015,0.267,2.907,0.0,0.0,2.659,1.816,0.4301,0.00047,0.93,83.293606,77.463054
7_12,3_12_2_1_res,1,0.129,174.0,0.745702,0.16,0.16,0.0,0.0,93.27,96.3,0.0,0.0,23.86,0.055,8.689,3.075,0.267,2.907,0.0,0.0,2.659,1.816,0.4301,0.00047,0.93,99.639418,92.664658
7_12,3_12_2_2_res,1,0.129,174.0,0.745702,0.0,0.0,0.16,0.16,0.0,0.0,93.42,96.39,21.11,0.054,9.113,3.905,0.267,2.907,0.0,0.0,2.659,1.816,0.4301,0.00047,0.93,77.169026,71.767194
7_12,3_12_2_3_res,1,0.129,174.0,0.745702,0.0,0.16,0.16,0.0,0.0,96.23,93.27,0.0,23.08,0.067,7.311,6.103,0.267,2.907,0.0,0.0,2.659,1.816,0.4301,0.00047,0.93,64.110265,59.622546
7_12,3_12_3_0_res,2,0.462,174.0,0.745702,0.16,0.16,0.0,0.0,100.0,100.0,0.0,0.0,21.44,0.053,7.098,3.599,0.267,2.907,0.397,0.0,2.659,1.816,0.4301,0.00047,0.93,170.308745,158.387133
7_12,3_12_3_1_res,2,0.462,174.0,0.745702,0.0,0.0,0.16,0.16,0.0,0.0,100.0,100.0,21.96,0.012,5.749,7.172,0.267,2.907,0.397,0.0,2.659,1.816,0.4301,0.00047,0.93,168.509082,156.713446
7_12,3_12_3_2_res,2,0.462,174.0,0.745702,0.0,0.16,0.16,0.0,0.0,100.0,100.0,0.0,21.11,0.012,4.42,6.347,0.267,2.907,0.397,0.0,2.659,1.816,0.4301,0.00047,0.93,158.699182,147.59024
7_12,3_12_3_3_res,2,0.462,174.0,0.745702,0.16,0.0,0.0,0.16,100.0,0.0,0.0,100.0,21.87,0.012,9.278,7.839,0.267,2.907,0.397,0.0,2.659,1.816,0.4301,0.00047,0.93,219.477639,204.114204
7_1,5_1_0_0_res,0,0.284,157.6,1.158919,0.11,0.11,0.11,0.11,89.9,88.16,89.98,88.32,23.65,0.009,4.095,4.811,0.467,2.467,0.0,1.577,2.699,1.762,0.8056,0.00035,0.92,177.31488,163.12969
7_1,5_1_1_0_res,1,0.284,157.6,1.158919,0.11,0.11,0.11,0.11,92.47,91.01,92.56,91.31,20.56,0.017,7.013,5.317,0.467,2.467,0.0,0.0,2.699,1.762,0.8056,0.00035,0.92,109.511216,100.750319
7_1,5_1_2_0_res,2,0.618,157.6,1.158919,0.11,0.11,0.11,0.11,95.5,94.43,95.44,94.6,20.24,0.035,11.424,5.47,0.467,2.467,0.352,0.0,2.699,1.762,0.8056,0.00035,0.92,176.12638,162.036269
7_0,6_0_0_0_res,0,0.161,103.4,0.97732,0.0,0.18,0.18,0.0,0.0,80.91,79.79,0.0,23.18,0.042,8.063,5.173,0.422,3.002,0.0,0.757,2.578,1.538,0.8268,0.00046,0.81,124.982892,101.236142
7_0,6_0_0_1_res,0,0.161,103.4,0.97732,0.18,0.18,0.0,0.0,78.86,79.17,0.0,0.0,20.01,0.064,11.944,6.094,0.422,3.002,0.0,0.757,2.578,1.538,0.8268,0.00046,0.81,61.911162,50.148041
7_0,6_0_0_2_res,0,0.161,103.4,0.97732,0.18,0.0,0.0,0.18,76.42,0.0,0.0,73.13,23.83,0.03,11.284,4.085,0.422,3.002,0.0,0.757,2.578,1.538,0.8268,0.00046,0.81,157.031832,127.195784
7_0,6_0_0_3_res,0,0.161,103.4,0.97732,0.0,0.0,0.18,0.18,0.0,0.0,78.07,73.51,20.6,0.007,4.568,7.735,0.422,3.002,0.0,0.757,2.578,1.538,0.8268,0.00046,0.81,97.583302,79.042475
7_0,6_0_1_0_res,1,0.161,103.4,0.97732,0.18,0.0,0.0,0.18,83.32,0.0,0.0,80.48,22.3,0.04,7.47,6.172,0.422,3.002,0.0,0.0,2.578,1.538,0.8268,0.00046,0.81,111.68498,90.464834
7_0,6_0_1_1_res,1,0.161,103.4,0.97732,0.18,0.18,0.0,0.0,85.16,85.53,0.0,0.0,22.74,0.039,7.714,1.91,0.422,3.002,0.0,0.0,2.578,1.538,0.8268,0.00046,0.81,131.109059,106.198338
7_0,6_0_1_2_res,1,0.161,103.4,0.97732,0.0,0.0,0.18,0.18,0.0,0.0,84.48,80.86,20.65,0.024,4.355,3.582,0.422,3.002,0.0,0.0,2.578,1.538,0.8268,0.00046,0.81,107.13798,86.781763
7_0,6_0_1_3_res,1,0.161,103.4,0.97732,0.0,0.18,0.18,0.0,0.0,86.77,85.85,0.0,21.23,0.024,7.522,3.525,0.422,3.002,0.0,0.0,2.578,1.538,0.8268,0.00046,0.81,99.569466,80.651268
7_0,6_0_2_0_res,1,0.161,103.4,0.97732,0.18,0.0,0.0,0.18,90.73,0.0,0.0,89.11,20.65,0.022,7.094,5.639,0.422,3.002,0.0,0.0,2.578,1.538,0.8268,0.00046,0.81,103.574038,83.894971
7_0,6_0_2_1_res,1,0.161,103.4,0.97732,0.18,0.18,0.0,0.0,91.73,92.22,0.0,0.0,23.53,0.028,6.018,5.022,0.422,3.002,0.0,0.0,2.578,1.538,0.8268,0.00046,0.81,150.464959,121.876617
7_0,6_0_2_2_res,1,0.161,103.4,0.97732,0.0,0.0,0.18,0.18,0.0,0.0,91.39,89.26,21.03,0.03,7.109,2.456,0.422,3.002,0.0,0.0,2.578,1.538,0.8268,0.00046,0.81,111.895717,90.63553
7_0,6_0_2_3_res,1,0.161,103.4,0.97732,0.0,0.18,0.18,0.0,0.0,92.7,92.16,0.0,20.7,0.039,7.724,7.745,0.422,3.002,0.0,0.0,2.578,1.538,0.8268,0.00046,0.81,77.106013,62.45587
7_0,6_0_3_0_res,2,0.495,103.4,0.97732,0.18,0.18,0.0,0.0,98.68,98.99,0.0,0.0,20.53,0.042,3.78,5.38,0.422,3.002,0.44,0.0,2.578,1.538,0.8268,0.00046,0.81,216.056669,175.005902
7_0,6_0_3_1_res,2,0.495,103.4,0.97732,0.0,0.0,0.18,0.18,0.0,0.0,98.84,98.81,21.82,0.039,8.181,1.874,0.422,3.002,0.44,0.0,2.578,1.538,0.8268,0.00046,0.81,246.717225,199.840952
7_0,6_0_3_2_res,2,0.495,103.4,0.97732,0.0,0.18,0.18,0.0,0.0,99.06,98.81,0.0,21.04,0.052,10.804,2.433,0.422,3.002,0.44,0.0,2.578,1.538,0.8268,0.00046,0.81,208.95812,169.256077
7_0,6_0_3_3_res,2,0.495,103.4,0.97732,0.18,0.0,0.0,0.18,98.74,0.0,0.0,98.74,20.1,0.035,11.21,5.326,0.422,3.002,0.44,0.0,2.578,1.538,0.8268,0.00046,0.81,205.516471,166.468342
7_1,6_1_0_0_res,0,0.209,327.4,0.436569,0.13,0.13,0.13,0.13,89.43,82.14,88.91,85.05,23.22,0.057,10.223,5.049,0.347,2.91,0.0,0.782,1.741,1.823,0.6246,0.0004,0.94,105.139276,98.83092
7_1,6_1_1_0_res,1,0.209,327.4,0.436569,0.13,0.13,0.13,0.13,92.13,86.24,91.8,88.88,22.35,0.009,9.533,5.392,0.347,2.91,0.0,0.0,1.741,1.823,0.6246,0.0004,0.94,101.781636,95.674738
7_1,6_1_2_0_res,2,0.542,327.4,0.436569,0.13,0.13,0.13,0.13,95.25,91.26,94.91,93.01,23.39,0.011,4.363,3.802,0.347,2.91,0.381,0.0,1.741,1.823,0.6246,0.0004,0.94,237.222222,222.988888
7_0,7_0_0_0_res,0,0.22,113.1,0.908694,0.21,0.21,0.21,0.0,59.06,70.07,57.03,0.0,20.91,0.053,10.977,5.321,0.362,2.931,0.0,0.467,2.261,1.505,0.525,0.00034,0.93,101.720821,94.600363
7_0,7_0_0_1_res,0,0.22,113.1,0.908694,0.21,0.0,0.21,0.21,55.91,0.0,60.36,68.21,21.01,0.026,7.584,4.718,0.362,2.931,0.0,0.467,2.261,1.505,0.525,0.00034,0.93,121.595049,113.083395
7_0,7_0_1_0_res,1,0.22,113.1,0.908694,0.21,0.21,0.21,0.0,67.51,78.16,65.91,0.0,21.54,0.029,10.842,3.678,0.362,2.931,0.0,0.0,2.261,1.505,0.525,0.00034,0.93,124.655167,115.929306
7_0,7_0_1_1_res,1,0.22,113.1,0.908694,0.21,0.0,0.21,0.21,65.35,0.0,68.62,76.87,22.18,0.019,11.33,4.313,0.362,2.931,0.0,0.0,2.261,1.505,0.525,0.00034,0.93,132.952458,123.645786
7_0,7_0_2_0_res,1,0.22,113.1,0.908694,0.21,0.21,0.21,0.0,80.12,88.06,79.2,0.0,20.04,0.031,7.324,1.79,0.362,2.931,0.0,0.0,2.261,1.505,0.525,0.00034,0.93,113.044849,105.13171
7_0,7_0_2_1_res,1,0.22,113.1,0.908694,0.21,0.0,0.21,0.21,78.89,0.0,80.78,87.16,21.83,0.05,2.88,4.151,0.362,2.931,0.0,0.0,2.261,1.505,0.525,0.00034,0.93,133.487159,124.143058
7_0,7_0_3_0_res,2,0.553,226.2,0.908694,0.21,0.21,0.21,0.21,97.9,99.09,97.86,98.59,21.72,0.041,6.775,6.536,0.362,2.931,0.33,0.0,2.261,1.505,0.525,0.00034,0.93,193.680512,180.122876
7_1,7_1_0_1_res,0,0.196,158.8,0.719543,0.14,0.0,0.14,0.14,45.48,0.0,44.63,67.34,20.59,0.049,11.261,4.088,1.47,5.67,0.0,1.932,1.902,1.254,0.7924,0.0004,0.85,190.351967,161.799172
7_1,7_1_1_0_res,1,0.196,158.8,0.719543,0.14,0.14,0.14,0.0,51.78,74.58,51.09,0.0,21.66,0.061,10.77,7.919,1.47,5.67,0.0,0.0,1.902,1.254,0.7924,0.0004,0.85,136.932788,116.392869
7_1,7_1_1_1_res,1,0.196,158.8,0.719543,0.14,0.0,0.14,0.14,50.99,0.0,50.62,74.98,20.02,0.052,9.756,2.299,1.47,5.67,0.0,0.0,1.902,1.254,0.7924,0.0004,0.85,195.568155,166.232932
7_1,7_1_2_0_res,1,0.196,158.8,0.719543,0.14,0.14,0.14,0.0,61.66,84.66,59.83,0.0,21.98,0.055,7.524,6.772,1.47,5.67,0.0,0.0,1.902,1.254,0.7924,0.0004,0.85,163.511961,138.985167
7_1,7_1_2_1_res,1,0.196,158.8,0.719543,0.14,0.0,0.14,0.14,59.61,0.0,60.34,85.0,20.9,0.063,8.882,6.15,1.47,5.67,0.0,0.0,1.902,1.254,0.7924,0.0004,0.85,165.372697,140.566793
7_1,7_1_3_0_res,2,0.53,317.5,0.719543,0.14,0.14,0.14,0.14,86.61,96.77,86.13,96.77,21.06,0.063,8.572,7.492,1.47,5.67,0.447,0.0,1.902,1.254,0.7924,0.0004,0.85,245.389001,208.580651
7_2,7_2_0_2_res,0,0.165,98.6,0.994192,0.18,0.0,0.0,0.18,50.25,0.0,0.0,60.26,22.35,0.039,7.948,7.455,0.491,2.917,0.0,0.76,2.205,1.462,0.5928,0.00032,0.9,139.834024,125.850622
7_2,7_2_0_3_res,0,0.165,98.6,0.994192,0.18,0.18,0.0,0.0,50.88,62.39,0.0,0.0,20.11,0.019,6.384,5.606,0.491,2.917,0.0,0.76,2.205,1.462,0.5928,0.00032,0.9,112.596371,101.336734
7_2,7_2_1_0_res,1,0.165,98.6,0.994192,0.0,0.0,0.18,0.18,0.0,0.0,47.06,65.12,23.94,0.065,3.066,4.127,0.491,2.917,0.0,0.0,2.205,1.462,0.5928,0.00032,0.9,120.260345,108.23431
7_2,7_2_1_1_res,1,0.165,98.6,0.994192,0.0,0.18,0.18,0.0,0.0,69.75,49.62,0.0,22.71,0.032,10.707,5.18,0.491,2.917,0.0,0.0,2.205,1.462,0.5928,0.00032,0.9,126.92843,114.235587
7_2,7_2_1_2_res,1,0.165,98.6,0.994192,0.18,0.0,0.0,0.18,59.15,0.0,0.0,69.91,22.52,0.064,9.189,4.837,0.491,2.917,0.0,0.0,2.205,1.462,0.5928,0.00032,0.9,121.104639,108.994175
7_2,7_2_1_3_res,1,0.165,98.6,0.994192,0.18,0.18,0.0,0.0,59.6,71.81,0.0,0.0,23.59,0.022,11.462,7.864,0.491,2.917,0.0,0.0,2.205,1.462,0.5928,0.00032,0.9,73.017228,65.715505
7_2,7_2_2_0_res,1,0.165,98.6,0.994192,0.0,0.0,0.18,0.18,0.0,0.0,55.63,77.95,23.75,0.058,8.037,2.188,0.491,2.917,0.0,0.0,2.205,1.462,0.5928,0.00032,0.9,144.541878,130.08769
7_2,7_2_2_1_res,1,0.165,98.6,0.994192,0.0,0.18,0.18,0.0,0.0,81.25,58.99,0.0,21.39,0.018,9.119,3.556,0.491,2.917,0.0,0.0,2.205,1.462,0.5928,0.00032,0.9,139.752888,125.777599
7_2,7_2_2_2_res,1,0.165,98.6,0.994192,0.18,0.0,0.0,0.18,72.09,0.0,0.0,81.76,23.88,0.011,8.119,2.899,0.491,2.917,0.0,0.0,2.205,1.462,0.5928,0.00032,0.9,79.303093,71.372784
7_2,7_2_2_3_res,1,0.165,98.6,0.994192,0.18,0.18,0.0,0.0,72.02,82.94,0.0,0.0,23.71,0.008,4.163,2.128,0.491,2.917,0.0,0.0,2.205,1.462,0.5928,0.00032,0.9,98.969878,89.07289
7_2,7_2_3_0_res,2,0.498,98.6,0.994192,0.18,0.0,0.0,0.18,92.15,0.0,0.0,95.16,20.52,0.017,5.94,5.196,0.491,2.917,0.325,0.0,2.205,1.462,0.5928,0.00032,0.9,193.232303,173.909073
7_2,7_2_3_1_res,2,0.498,98.6,0.994192,0.18,0.18,0.0,0.0,91.93,95.54,0.0,0.0,20.16,0.017,6.548,3.487,0.491,2.917,0.325,0.0,2.205,1.462,0.5928,0.00032,0.9,217.257218,195.531496
7_2,7_2_3_2_res,2,0.498,197.3,0.994192,0.0,0.18,0.18,0.18,0.0,94.98,81.23,93.92,21.42,0.017,9.592,7.056,0.491,2.917,0.325,0.0,2.205,1.462,0.5928,0.00032,0.9,142.495028,128.245525
7_3,7_3_0_2_res,0,0.181,94.4,1.076585,0.0,0.0,0.12,0.12,0.0,0.0,52.91,64.46,23.49,0.041,7.248,7.018,2.94,2.865,0.0,0.781,2.848,1.863,0.7825,0.0003,0.85,207.789622,176.621179
7_3,7_3_0_3_res,0,0.181,94.4,1.076585,0.12,0.0,0.0,0.12,47.79,0.0,0.0,64.24,21.75,0.023,4.903,2.534,2.94,2.865,0.0,0.781,2.848,1.863,0.7825,0.0003,0.85,197.975628,168.279284
7_3,7_3_1_0_res,1,0.181,94.4,1.076585,0.0,0.0,0.12,0.12,0.0,0.0,61.92,73.31,23.15,0.051,9.943,3.03,2.94,2.865,0.0,0.0,2.848,1.863,0.7825,0.0003,0.85,160.65285,136.554923
7_3,7_3_1_1_res,1,0.181,94.4,1.076585,0.12,0.0,0.0,0.12,54.54,0.0,0.0,72.96,21.19,0.052,8.958,2.612,2.94,2.865,0.0,0.0,2.848,1.863,0.7825,0.0003,0.85,215.841339,183.465138
7_3,7_3_1_2_res,1,0.181,188.8,1.076585,0.12,0.12,0.12,0.0,54.51,71.02,60.25,0.0,20.94,0.027,7.999,5.967,2.94,2.865,0.0,0.0,2.848,1.863,0.7825,0.0003,0.85,212.459696,180.590741
7_3,7_3_2_0_res,1,0.181,94.4,1.076585,0.0,0.0,0.12,0.12,0.0,0.0,74.5,83.98,22.57,0.051,5.283,2.243,2.94,2.865,0.0,0.0,2.848,1.863,0.7825,0.0003,0.85,204.074905,173.46367
7_3,7_3_2_1_res,1,0.181,94.4,1.076585,0.12,0.0,0.0,0.12,64.68,0.0,0.0,83.38,23.73,0.054,7.067,6.032,2.94,2.865,0.0,0.0,2.848,1.863,0.7825,0.0003,0.85,224.649185,190.951807
7_3,7_3_2_2_res,1,0.181,188.8,0.538293,0.12,0.12,0.12,0.0,66.69,82.56,72.95,0.0,22.09,0.062,7.808,7.163,2.94,2.865,0.0,0.0,2.848,1.863,0.7825,0.0003,0.85,174.609111,148.417745
7_3,7_3_3_0_res,2,0.515,94.4,1.076585,0.0,0.0,0.12,0.12,0.0,0.0,92.8,95.73,23.67,0.028,4.021,5.59,2.94,2.865,0.417,0.0,2.848,1.863,0.7825,0.0003,0.85,228.406891,194.145857
7_3,7_3_3_1_res,2,0.515,94.4,1.076585,0.12,0.0,0.0,0.12,87.26,0.0,0.0,95.61,22.66,0.028,7.809,2.597,2.94,2.865,0.417,0.0,2.848,1.863,0.7825,0.0003,0.85,316.558128,269.074409
7_3,7_3_3_2_res,2,0.515,188.8,0.538293,0.12,0.12,0.12,0.0,89.31,95.67,92.4,0.0,20.11,0.028,2.797,6.367,2.94,2.865,0.417,0.0,2.848,1.863,0.7825,0.0003,0.85,269.799247,229.32936
7_4,7_4_0_2_res,0,0.172,95.3,1.042752,0.0,0.0,0.16,0.16,0.0,0.0,45.0,57.36,22.11,0.046,6.169,4.648,0.477,5.687,0.0,0.74,2.113,2.025,0.3082,0.00029,0.84,111.831535,93.938489
7_4,7_4_1_0_res,1,0.172,190.6,0.521376,0.16,0.16,0.16,0.0,62.52,71.11,56.72,0.0,20.4,0.058,6.239,3.43,0.477,5.687,0.0,0.0,2.113,2.025,0.3082,0.00029,0.84,132.967408,111.692623
7_4,7_4_1_1_res,1,0.172,95.3,1.042752,0.16,0.0,0.0,0.16,66.49,0.0,0.0,72.48,20.69,0.007,5.225,3.465,0.477,5.687,0.0,0.0,2.113,2.025,0.3082,0.00029,0.84,177.052837,148.724383
7_4,7_4_1_2_res,1,0.172,95.3,1.042752,0.0,0.0,0.16,0.16,0.0,0.0,52.01,66.82,20.3,0.012,8.6,7.875,0.477,5.687,0.0,0.0,2.113,2.025,0.3082,0.00029,0.84,91.789833,77.103459
7_4,7_4_2_0_res,1,0.172,190.6,0.521376,0.16,0.16,0.16,0.0,75.43,82.72,68.7,0.0,23.14,0.015,9.491,3.654,0.477,5.687,0.0,0.0,2.113,2.025,0.3082,0.00029,0.84,118.530962,99.566008
7_4,7_4_2_1_res,1,0.172,95.3,1.042752,0.0,0.0,0.16,0.16,0.0,0.0,62.88,79.04,20.87,0.027,10.38,6.411,0.477,5.687,0.0,0.0,2.113,2.025,0.3082,0.00029,0.84,137.986433,115.908604
7_4,7_4_2_2_res,1,0.172,95.3,1.042752,0.16,0.0,0.0,0.16,78.76,0.0,0.0,83.35,20.26,0.059,10.932,6.646,0.477,5.687,0.0,0.0,2.113,2.025,0.3082,0.00029,0.84,98.169891,82.462709
7_4,7_4_3_0_res,2,0.505,190.6,0.521376,0.16,0.16,0.16,0.0,93.45,95.73,90.12,0.0,22.01,0.054,7.686,6.26,0.477,5.687,0.348,0.0,2.113,2.025,0.3082,0.00029,0.84,218.516693,183.554022
7_4,7_4_3_1_res,2,0.505,95.3,1.042752,0.16,0.0,0.0,0.16,94.32,0.0,0.0,95.73,20.53,0.054,8.624,3.923,0.477,5.687,0.348,0.0,2.113,2.025,0.3082,0.00029,0.84,216.957143,182.244
7_4,7_4_3_2_res,2,0.505,95.3,1.042752,0.0,0.0,0.16,0.16,0.0,0.0,86.83,94.64,22.23,0.054,3.014,2.637,0.477,5.687,0.348,0.0,2.113,2.025,0.3082,0.00029,0.84,196.543939,165.096908
7_5,7_5_0_0_res,0,0.175,185.7,0.548132,0.16,0.16,0.16,0.0,50.7,63.1,56.4,0.0,23.32,0.021,11.093,2.398,0.425,2.898,0.0,0.767,2.567,1.331,0.7689,0.00043,0.84,146.267296,122.864528
7_5,7_5_0_1_res,0,0.175,92.8,1.096265,0.16,0.0,0.0,0.16,50.38,0.0,0.0,60.28,23.54,0.033,9.96,4.248,0.425,2.898,0.0,0.767,2.567,1.331,0.7689,0.00043,0.84,151.079704,126.906951
7_5,7_5_0_2_res,0,0.175,92.8,1.096265,0.0,0.0,0.16,0.16,0.0,0.0,53.53,60.2,22.23,0.035,3.926,2.858,0.425,2.898,0.0,0.767,2.567,1.331,0.7689,0.00043,0.84,144.374717,121.274762
7_5,7_5_1_0_res,1,0.175,185.7,0.548132,0.16,0.16,0.16,0.0,59.31,72.56,65.53,0.0,21.75,0.03,6.728,4.724,0.425,2.898,0.0,0.0,2.567,1.331,0.7689,0.00043,0.84,110.558274,92.86895
7_5,7_5_1_1_res,1,0.175,92.8,1.096265,0.16,0.0,0.0,0.16,58.99,0.0,0.0,70.05,20.4,0.061,5.73,3.175,0.425,2.898,0.0,0.0,2.567,1.331,0.7689,0.00043,0.84,94.915548,79.72906
7_5,7_5_1_2_res,1,0.175,92.8,1.096265,0.0,0.0,0.16,0.16,0.0,0.0,63.19,70.1,20.12,0.011,10.022,5.173,0.425,2.898,0.0,0.0,2.567,1.331,0.7689,0.00043,0.84,92.754533,77.913807
7_5,7_5_2_0_res,1,0.175,185.7,0.548132,0.16,0.16,0.16,0.0,71.93,83.45,77.68,0.0,20.84,0.056,11.546,4.638,0.425,2.898,0.0,0.0,2.567,1.331,0.7689,0.00043,0.84,82.958165,69.684858
7_5,7_5_2_1_res,1,0.175,92.8,1.096265,0.0,0.0,0.16,0.16,0.0,0.0,76.23,81.65,20.71,0.023,11.785,6.692,0.425,2.898,0.0,0.0,2.567,1.331,0.7689,0.00043,0.84,88.5245,74.36058
7_5,7_5_2_2_res,1,0.175,92.8,1.096265,0.16,0.0,0.0,0.16,71.71,0.0,0.0,81.67,20.27,0.065,5.953,5.763,0.425,2.898,0.0,0.0,2.567,1.331,0.7689,0.00043,0.84,89.396536,75.09309
7_5,7_5_3_0_res,2,0.508,185.7,0.548132,0.16,0.16,0.16,0.0,91.78,95.85,94.01,0.0,21.9,0.053,9.643,6.448,0.425,2.898,0.546,0.0,2.567,1.331,0.7689,0.00043,0.84,216.295088,181.687874
7_5,7_5_3_1_res,2,0.508,92.8,1.096265,0.16,0.0,0.0,0.16,91.68,0.0,0.0,95.26,20.73,0.014,2.64,4.068,0.425,2.898,0.546,0.0,2.567,1.331,0.7689,0.00043,0.84,251.860359,211.562702
7_5,7_5_3_2_res,2,0.508,92.8,1.096265,0.0,0.0,0.16,0.16,0.0,0.0,93.6,95.26,22.66,0.047,11.409,4.965,0.425,2.898,0.546,0.0,2.567,1.331,0.7689,0.00043,0.84,238.876337,200.656123
7_6,7_6_1_0_res,1,0.167,98.6,1.10455,0.0,0.0,0.17,0.17,0.0,0.0,65.82,77.73,22.66,0.02,4.299,5.102,0.277,2.946,0.0,0.0,2.418,2.071,0.7807,0.00039,0.86,129.942746,111.750762
7_6,7_6_1_1_res,1,0.167,98.6,1.10455,0.17,0.0,0.0,0.17,81.9,0.0,0.0,79.89,20.24,0.066,5.502,6.814,0.277,2.946,0.0,0.0,2.418,2.071,0.7807,0.00039,0.86,81.693294,70.256233
7_6,7_6_1_2_res,1,0.167,197.3,1.10455,0.17,0.17,0.17,0.0,83.66,78.4,63.5,0.0,21.46,0.023,8.651,3.976,0.277,2.946,0.0,0.0,2.418,2.071,0.7807,0.00039,0.86,83.95015,72.197129
7_6,7_6_2_0_res,1,0.167,98.6,1.10455,0.0,0.0,0.17,0.17,0.0,0.0,76.01,86.38,22.15,0.021,8.572,5.545,0.277,2.946,0.0,0.0,2.418,2.071,0.7807,0.00039,0.86,117.975175,101.458651
7_6,7_6_2_1_res,1,0.167,98.6,1.10455,0.17,0.0,0.0,0.17,89.43,0.0,0.0,87.89,22.97,0.051,5.975,7.048,0.277,2.946,0.0,0.0,2.418,2.071,0.7807,0.00039,0.86,112.905351,97.098602
7_6,7_6_2_2_res,1,0.167,197.3,0.552275,0.17,0.17,0.17,0.0,90.43,87.07,74.64,0.0,20.03,0.051,6.105,7.323,0.277,2.946,0.0,0.0,2.418,2.071,0.7807,0.00039,0.86,90.890668,78.165975
7_6,7_6_3_0_res,2,0.501,98.6,1.10455,0.0,0.0,0.17,0.17,0.0,0.0,93.43,96.61,20.49,0.051,2.758,6.196,0.277,2.946,0.459,0.0,2.418,2.071,0.7807,0.00039,0.86,176.211733,151.542091
7_6,7_6_3_1_res,2,0.501,98.6,1.10455,0.17,0.0,0.0,0.17,97.83,0.0,0.0,97.17,23.32,0.051,9.253,6.399,0.277,2.946,0.459,0.0,2.418,2.071,0.7807,0.00039,0.86,193.224074,166.172703
7_6,7_6_3_2_res,2,0.501,197.3,0.552275,0.17,0.17,0.17,0.0,97.93,96.89,93.18,0.0,22.53,0.051,7.383,5.38,0.277,2.946,0.459,0.0,2.418,2.071,0.7807,0.00039,0.86,190.764866,164.057785
8_7,7_7_0_0_res,0,0.192,86.1,1.071724,0.11,0.0,0.0,0.11,76.94,0.0,0.0,75.48,21.85,0.058,10.65,2.148,0.668,3.399,0.0,0.757,2.315,1.784,0.6833,0.00041,0.84,126.764532,106.482207
8_7,7_7_0_1_res,0,0.192,86.1,1.071724,0.0,0.0,0.11,0.11,0.0,0.0,61.23,69.11,20.05,0.025,2.563,5.905,0.668,3.399,0.0,0.757,2.315,1.784,0.6833,0.00041,0.84,107.10652,89.969476
8_7,7_7_0_2_res,0,0.192,86.1,1.071724,0.11,0.11,0.0,0.0,75.1,71.5,0.0,0.0,22.92,0.05,3.302,4.525,0.668,3.399,0.0,0.757,2.315,1.784,0.6833,0.00041,0.84,153.225634,128.709532
